sha256	archive	filename	version	status	parts	vertices	triangles	textures	blockindex	blocktype	error	seconds	warnings
8a6efa68f01dd3f03e2e9c39f8b6bffd825e8fd81d20c8f981e414add873f272	D:\SERVER_FIESTA\Client	reseffect\KidMonSkill.nif	20.0.0.4	OK_GEOMETRY	1	4	2	0				0.021	
d6def33fdb1719788e7040f3038c6b9ca1c61875613f8ac5f1c18f943fde0e5d	D:\SERVER_FIESTA\Client	reseffect\KebingX_skill_attack.nif	20.0.0.4	OK_GEOMETRY	3	102	132	3				0.022	
93c9fe16e3e935d4b05496d09a79955bfe334c1e36d4010c40d7f05bee8c4cdf	D:\SERVER_FIESTA\Client	reseffect\KebingX_skill_casting.nif	20.0.0.4	OK_GEOMETRY	15	856	822	14				0.022	
9b8a0c75e03a18c583c7cc9f93ee8f4e3e28a9259fc966d05bfd85ef069f6ad3	D:\SERVER_FIESTA\Client	reseffect\KillDrain.nif	20.0.0.4	OK_GEOMETRY	5	276	318	5				0.022	
db98b0a51d383e7171aabe3570f63a671497d7870936371edabed470456c7e0b	D:\SERVER_FIESTA\Client	reseffect\KillerHideAtk_ground.nif	20.0.0.4	OK_NO_GEOMETRY	0	0	0	1				0.021	
fe801e20caad6cdcbd9aec0558e564844518fd5dd6056aa828696a63cae6fec1	D:\SERVER_FIESTA\Client	reseffect\KillerHideAtk_shot.nif	20.0.0.4	OK_GEOMETRY	2	130	84	2				0.021	
70982b7fd807a1c20b761457c02baaa46c577016f2438ce4e79e3903520bf2ce	D:\SERVER_FIESTA\Client	reseffect\KingBoogySelfBuff.nif	20.0.0.4	OK_NO_GEOMETRY	0	0	0	1				0.021	
55e6507536962937022a981861e3a46f8d6019d5be12b83c1c7d7105ec6f4b39	D:\SERVER_FIESTA\Client	reseffect\KillerHideSum_ground.nif	20.0.0.4	OK_GEOMETRY	6	1700	1144	6				0.040	
55413735495f57843189f5dedc38a6d2a56c8f02f311ea99e883c2cf860819a1	D:\SERVER_FIESTA\Client	reseffect\KingBoogySkill1_Sw.nif	20.0.0.4	OK_GEOMETRY	1	14	12	0				0.020	
8b25e9013441e3fb37a19df5f7418c7d761bb5959c17f2450d4e6286e1dab4a3	D:\SERVER_FIESTA\Client	reseffect\Kingcall_AtkSkill1.nif	20.0.0.4	OK_GEOMETRY	21	507	520	21				0.026	
aa97d62fb72344a2a66a8b7987d0ec3d91faeb094c59f0816da9734d89a8b186	D:\SERVER_FIESTA\Client	reseffect\Kingcall_Attack.nif	20.0.0.4	OK_GEOMETRY	12	336	384	12				0.018	
583c604a7ffb7f14fd16c15c00c82d868072635008aa635e06b5910ad63a77b9	D:\SERVER_FIESTA\Client	reseffect\Knock_Atk_Cas.nif	20.0.0.4	OK_GEOMETRY	6	60	30	6				0.019	
46b0bf4ba95c231f07cb4c14841cae660cf82c6517bc58108e1744830005b1b5	D:\SERVER_FIESTA\Client	reseffect\Knock_Atk_Str.nif	20.0.0.4	OK_GEOMETRY	25	100	50	25				0.020	
e92b5f339da2d0515912bfb5cd09043f5479fda9f5af8a5359767d62aa190daf	D:\SERVER_FIESTA\Client	reseffect\Knock_Atk_Sw.nif	20.0.0.4	OK_GEOMETRY	2	8	4	2				0.020	
fb659b4cdfe7d061028b31cd404bda576d5d43268f2d57f07aff526ddc57687e	D:\SERVER_FIESTA\Client	reseffect\Knock_Wide_Cas.nif	20.0.0.4	OK_GEOMETRY	5	32	16	4				0.018	
a16545c2c90c534d1ed90304557bfe17003442d3a3a26558aea27445b49ddde2	D:\SERVER_FIESTA\Client	reseffect\Knock_Wide_Sw.nif	20.0.0.4	OK_GEOMETRY	4	28	14	4				0.018	
2ee9030562610cf0e8ed07e792ab67f496ebaa446f56cc7de99d0a69feb34747	D:\SERVER_FIESTA\Client	reseffect\Knock_Wide_Str.nif	20.0.0.4	OK_GEOMETRY	11	44	22	11				0.020	
fb7ec54b9526f283c4d4b774e99dd8df594e69c47e633d6771dbd7dda2e12079	D:\SERVER_FIESTA\Client	reseffect\Knockback_st.nif	20.0.0.4	OK_GEOMETRY	8	144	64	4				0.018	
fe9de33ff4eec7b62ec698ba3100b08c7e4617bb9466249a93e5f0e0f5e798a7	D:\SERVER_FIESTA\Client	reseffect\KQ_Gate_Effect.nif	20.0.0.4	OK_GEOMETRY	8	200	100	1				0.020	
69be70fd43c52fc011b0d0aa21eec3e287bd2fce4efd7dd724a3a5b85d6f382e	D:\SERVER_FIESTA\Client	reseffect\KQ_KamarisAtkEffect.nif	20.0.0.4	OK_GEOMETRY	2	122	204	1				0.022	
082e4eca945765cb3056e63b14945f79fd9f3dab2183e2a6265c71c8152c7ec3	D:\SERVER_FIESTA\Client	reseffect\KQ_KamarisDieEffect.nif	20.0.0.4	OK_GEOMETRY	26	756	708	25				0.026	
45bb60198b1bf53a8a2973d45338add31c7ea65d9488edaf360d89e3c38de904	D:\SERVER_FIESTA\Client	reseffect\KQ_Pino_attack01.nif	20.0.0.4	OK_GEOMETRY	3	134	132	2				0.017	
